measurement_ID,row,column,value,well,wavelength,gossypetin,condition,solution
374 nm,D,03,0.191263,D03,374,0,UTEX 2973,BG11
374 nm,E,03,0.0920718,E03,374,0,BG11,BG11
374 nm,F,03,0.0897847,F03,374,0,BG11,BG11
374 nm,G,03,0.092128,G03,374,0,BG11,BG11
375 nm,B,03,0.187804,B03,375,0,UTEX 2973,BG11
375 nm,C,03,0.182065,C03,375,0,UTEX 2973,BG11
375 nm,D,03,0.190092,D03,375,0,UTEX 2973,BG11
375 nm,E,03,0.0902956,E03,375,0,BG11,BG11
375 nm,F,03,0.0879984,F03,375,0,BG11,BG11
375 nm,G,03,0.0902786,G03,375,0,BG11,BG11
376 nm,B,03,0.186484,B03,376,0,UTEX 2973,BG11
376 nm,C,03,0.180873,C03,376,0,UTEX 2973,BG11
376 nm,D,03,0.18908,D03,376,0,UTEX 2973,BG11
376 nm,E,03,0.0883407,E03,376,0,BG11,BG11
376 nm,F,03,0.0861814,F03,376,0,BG11,BG11
376 nm,G,03,0.0885133,G03,376,0,BG11,BG11
377 nm,B,03,0.185034,B03,377,0,UTEX 2973,BG11
377 nm,C,03,0.179609,C03,377,0,UTEX 2973,BG11
377 nm,D,03,0.187793,D03,377,0,UTEX 2973,BG11
377 nm,E,03,0.0865636,E03,377,0,BG11,BG11
377 nm,F,03,0.0842137,F03,377,0,BG11,BG11
377 nm,G,03,0.0866582,G03,377,0,BG11,BG11
378 nm,B,03,0.183395,B03,378,0,UTEX 2973,BG11
378 nm,C,03,0.177961,C03,378,0,UTEX 2973,BG11
378 nm,D,03,0.186051,D03,378,0,UTEX 2973,BG11
378 nm,E,03,0.0842976,E03,378,0,BG11,BG11
378 nm,F,03,0.0822177,F03,378,0,BG11,BG11
378 nm,G,03,0.084458,G03,378,0,BG11,BG11
379 nm,B,03,0.182125,B03,379,0,UTEX 2973,BG11
379 nm,C,03,0.176866,C03,379,0,UTEX 2973,BG11
379 nm,D,03,0.184913,D03,379,0,UTEX 2973,BG11
379 nm,E,03,0.0826351,E03,379,0,BG11,BG11
379 nm,F,03,0.080379,F03,379,0,BG11,BG11
379 nm,G,03,0.0826453,G03,379,0,BG11,BG11
380 nm,B,03,0.180957,B03,380,0,UTEX 2973,BG11
380 nm,C,03,0.175702,C03,380,0,UTEX 2973,BG11
380 nm,D,03,0.183776,D03,380,0,UTEX 2973,BG11
380 nm,E,03,0.0809457,E03,380,0,BG11,BG11
380 nm,F,03,0.0787029,F03,380,0,BG11,BG11
380 nm,G,03,0.0811607,G03,380,0,BG11,BG11
381 nm,B,03,0.17949,B03,381,0,UTEX 2973,BG11
381 nm,C,03,0.174415,C03,381,0,UTEX 2973,BG11
381 nm,D,03,0.182518,D03,381,0,UTEX 2973,BG11
381 nm,E,03,0.0791692,E03,381,0,BG11,BG11
381 nm,F,03,0.0771066,F03,381,0,BG11,BG11
381 nm,G,03,0.0794284,G03,381,0,BG11,BG11
382 nm,B,03,0.178312,B03,382,0,UTEX 2973,BG11
382 nm,C,03,0.173267,C03,382,0,UTEX 2973,BG11
382 nm,D,03,0.181288,D03,382,0,UTEX 2973,BG11
382 nm,E,03,0.0776943,E03,382,0,BG11,BG11
382 nm,F,03,0.075554,F03,382,0,BG11,BG11
382 nm,G,03,0.0779815,G03,382,0,BG11,BG11
383 nm,B,03,0.177068,B03,383,0,UTEX 2973,BG11
383 nm,C,03,0.172128,C03,383,0,UTEX 2973,BG11
383 nm,D,03,0.180079,D03,383,0,UTEX 2973,BG11
383 nm,E,03,0.0759229,E03,383,0,BG11,BG11
383 nm,F,03,0.0739005,F03,383,0,BG11,BG11
383 nm,G,03,0.0763186,G03,383,0,BG11,BG11
384 nm,B,03,0.175589,B03,384,0,UTEX 2973,BG11
384 nm,C,03,0.170715,C03,384,0,UTEX 2973,BG11
384 nm,D,03,0.178588,D03,384,0,UTEX 2973,BG11
384 nm,E,03,0.0738448,E03,384,0,BG11,BG11
384 nm,F,03,0.0718774,F03,384,0,BG11,BG11
384 nm,G,03,0.0742536,G03,384,0,BG11,BG11
385 nm,B,03,0.174162,B03,385,0,UTEX 2973,BG11
385 nm,C,03,0.169475,C03,385,0,UTEX 2973,BG11
385 nm,D,03,0.177378,D03,385,0,UTEX 2973,BG11
385 nm,E,03,0.0721037,E03,385,0,BG11,BG11
385 nm,F,03,0.0701445,F03,385,0,BG11,BG11
385 nm,G,03,0.0725859,G03,385,0,BG11,BG11
386 nm,B,03,0.173184,B03,386,0,UTEX 2973,BG11
386 nm,C,03,0.168412,C03,386,0,UTEX 2973,BG11
386 nm,D,03,0.176283,D03,386,0,UTEX 2973,BG11
386 nm,E,03,0.0705928,E03,386,0,BG11,BG11
386 nm,F,03,0.0686481,F03,386,0,BG11,BG11
386 nm,G,03,0.0711046,G03,386,0,BG11,BG11
387 nm,B,03,0.172197,B03,387,0,UTEX 2973,BG11
387 nm,C,03,0.1676,C03,387,0,UTEX 2973,BG11
387 nm,D,03,0.175338,D03,387,0,UTEX 2973,BG11
387 nm,E,03,0.069362,E03,387,0,BG11,BG11
387 nm,F,03,0.0673533,F03,387,0,BG11,BG11
387 nm,G,03,0.0699123,G03,387,0,BG11,BG11
388 nm,B,03,0.171269,B03,388,0,UTEX 2973,BG11
388 nm,C,03,0.166721,C03,388,0,UTEX 2973,BG11
388 nm,D,03,0.174487,D03,388,0,UTEX 2973,BG11
388 nm,E,03,0.0681579,E03,388,0,BG11,BG11
388 nm,F,03,0.0661819,F03,388,0,BG11,BG11
388 nm,G,03,0.0686783,G03,388,0,BG11,BG11
389 nm,B,03,0.169993,B03,389,0,UTEX 2973,BG11
389 nm,C,03,0.165427,C03,389,0,UTEX 2973,BG11
389 nm,D,03,0.173409,D03,389,0,UTEX 2973,BG11
389 nm,E,03,0.0666395,E03,389,0,BG11,BG11
389 nm,F,03,0.0648777,F03,389,0,BG11,BG11
389 nm,G,03,0.0672281,G03,389,0,BG11,BG11
390 nm,B,03,0.16914,B03,390,0,UTEX 2973,BG11
390 nm,C,03,0.164824,C03,390,0,UTEX 2973,BG11
390 nm,D,03,0.172532,D03,390,0,UTEX 2973,BG11
390 nm,E,03,0.0656449,E03,390,0,BG11,BG11
390 nm,F,03,0.0638449,F03,390,0,BG11,BG11
390 nm,G,03,0.0662536,G03,390,0,BG11,BG11
391 nm,B,03,0.169012,B03,391,0,UTEX 2973,BG11
391 nm,C,03,0.164523,C03,391,0,UTEX 2973,BG11
391 nm,D,03,0.172371,D03,391,0,UTEX 2973,BG11
391 nm,E,03,0.0651373,E03,391,0,BG11,BG11
391 nm,F,03,0.0632492,F03,391,0,BG11,BG11
391 nm,G,03,0.0656686,G03,391,0,BG11,BG11
392 nm,B,03,0.168185,B03,392,0,UTEX 2973,BG11
392 nm,C,03,0.163931,C03,392,0,UTEX 2973,BG11
392 nm,D,03,0.171514,D03,392,0,UTEX 2973,BG11
392 nm,E,03,0.0641236,E03,392,0,BG11,BG11
392 nm,F,03,0.0623121,F03,392,0,BG11,BG11
392 nm,G,03,0.0646891,G03,392,0,BG11,BG11
393 nm,B,03,0.167497,B03,393,0,UTEX 2973,BG11
393 nm,C,03,0.163185,C03,393,0,UTEX 2973,BG11
393 nm,D,03,0.170889,D03,393,0,UTEX 2973,BG11
393 nm,E,03,0.0630743,E03,393,0,BG11,BG11
393 nm,F,03,0.0612953,F03,393,0,BG11,BG11
393 nm,G,03,0.0637688,G03,393,0,BG11,BG11
394 nm,B,03,0.166988,B03,394,0,UTEX 2973,BG11
394 nm,C,03,0.162767,C03,394,0,UTEX 2973,BG11
394 nm,D,03,0.170436,D03,394,0,UTEX 2973,BG11
394 nm,E,03,0.0623465,E03,394,0,BG11,BG11
394 nm,F,03,0.0607489,F03,394,0,BG11,BG11
394 nm,G,03,0.0631002,G03,394,0,BG11,BG11
395 nm,B,03,0.165907,B03,395,0,UTEX 2973,BG11
395 nm,C,03,0.161501,C03,395,0,UTEX 2973,BG11
395 nm,D,03,0.169371,D03,395,0,UTEX 2973,BG11
395 nm,E,03,0.0611785,E03,395,0,BG11,BG11
395 nm,F,03,0.0595189,F03,395,0,BG11,BG11
395 nm,G,03,0.0618264,G03,395,0,BG11,BG11
396 nm,B,03,0.165471,B03,396,0,UTEX 2973,BG11
396 nm,C,03,0.161191,C03,396,0,UTEX 2973,BG11
396 nm,D,03,0.168889,D03,396,0,UTEX 2973,BG11
396 nm,E,03,0.0604095,E03,396,0,BG11,BG11
396 nm,F,03,0.0588798,F03,396,0,BG11,BG11
396 nm,G,03,0.0612732,G03,396,0,BG11,BG11
397 nm,B,03,0.165238,B03,397,0,UTEX 2973,BG11
397 nm,C,03,0.161166,C03,397,0,UTEX 2973,BG11
397 nm,D,03,0.168773,D03,397,0,UTEX 2973,BG11
397 nm,E,03,0.0603134,E03,397,0,BG11,BG11
397 nm,F,03,0.0585844,F03,397,0,BG11,BG11
397 nm,G,03,0.0609994,G03,397,0,BG11,BG11
398 nm,B,03,0.165031,B03,398,0,UTEX 2973,BG11
398 nm,C,03,0.160754,C03,398,0,UTEX 2973,BG11
398 nm,D,03,0.168473,D03,398,0,UTEX 2973,BG11
398 nm,E,03,0.0596819,E03,398,0,BG11,BG11
398 nm,F,03,0.0580493,F03,398,0,BG11,BG11
398 nm,G,03,0.0604816,G03,398,0,BG11,BG11
399 nm,B,03,0.164413,B03,399,0,UTEX 2973,BG11
399 nm,C,03,0.160198,C03,399,0,UTEX 2973,BG11
399 nm,D,03,0.168016,D03,399,0,UTEX 2973,BG11
399 nm,E,03,0.0588727,E03,399,0,BG11,BG11
399 nm,F,03,0.0573009,F03,399,0,BG11,BG11
399 nm,G,03,0.0595984,G03,399,0,BG11,BG11
400 nm,B,03,0.163378,B03,400,0,UTEX 2973,BG11
400 nm,C,03,0.159248,C03,400,0,UTEX 2973,BG11
400 nm,D,03,0.167053,D03,400,0,UTEX 2973,BG11
400 nm,E,03,0.0575477,E03,400,0,BG11,BG11
400 nm,F,03,0.056174,F03,400,0,BG11,BG11
400 nm,G,03,0.0584147,G03,400,0,BG11,BG11
401 nm,B,03,0.163143,B03,401,0,UTEX 2973,BG11
401 nm,C,03,0.15885,C03,401,0,UTEX 2973,BG11
401 nm,D,03,0.166578,D03,401,0,UTEX 2973,BG11
401 nm,E,03,0.0569951,E03,401,0,BG11,BG11
401 nm,F,03,0.0555763,F03,401,0,BG11,BG11
401 nm,G,03,0.057858,G03,401,0,BG11,BG11
402 nm,B,03,0.163518,B03,402,0,UTEX 2973,BG11
402 nm,C,03,0.159366,C03,402,0,UTEX 2973,BG11
402 nm,D,03,0.167031,D03,402,0,UTEX 2973,BG11
402 nm,E,03,0.0567905,E03,402,0,BG11,BG11
402 nm,F,03,0.0554498,F03,402,0,BG11,BG11
402 nm,G,03,0.0578279,G03,402,0,BG11,BG11
403 nm,B,03,0.163279,B03,403,0,UTEX 2973,BG11
403 nm,C,03,0.158971,C03,403,0,UTEX 2973,BG11
403 nm,D,03,0.166806,D03,403,0,UTEX 2973,BG11
403 nm,E,03,0.056019,E03,403,0,BG11,BG11
403 nm,F,03,0.0547826,F03,403,0,BG11,BG11
403 nm,G,03,0.0570193,G03,403,0,BG11,BG11
404 nm,B,03,0.16315,B03,404,0,UTEX 2973,BG11
404 nm,C,03,0.15895,C03,404,0,UTEX 2973,BG11
404 nm,D,03,0.166825,D03,404,0,UTEX 2973,BG11
404 nm,E,03,0.0555206,E03,404,0,BG11,BG11
404 nm,F,03,0.0542216,F03,404,0,BG11,BG11
404 nm,G,03,0.056524,G03,404,0,BG11,BG11
405 nm,B,03,0.162608,B03,405,0,UTEX 2973,BG11
405 nm,C,03,0.158426,C03,405,0,UTEX 2973,BG11
405 nm,D,03,0.166104,D03,405,0,UTEX 2973,BG11
405 nm,E,03,0.0545451,E03,405,0,BG11,BG11
405 nm,F,03,0.0532542,F03,405,0,BG11,BG11
405 nm,G,03,0.0555267,G03,405,0,BG11,BG11
406 nm,B,03,0.162743,B03,406,0,UTEX 2973,BG11
406 nm,C,03,0.158327,C03,406,0,UTEX 2973,BG11
406 nm,D,03,0.166107,D03,406,0,UTEX 2973,BG11
406 nm,E,03,0.0540359,E03,406,0,BG11,BG11
406 nm,F,03,0.0527968,F03,406,0,BG11,BG11
406 nm,G,03,0.0549659,G03,406,0,BG11,BG11
407 nm,B,03,0.16274,B03,407,0,UTEX 2973,BG11
407 nm,C,03,0.158403,C03,407,0,UTEX 2973,BG11
407 nm,D,03,0.166212,D03,407,0,UTEX 2973,BG11
407 nm,E,03,0.053382,E03,407,0,BG11,BG11
407 nm,F,03,0.0523069,F03,407,0,BG11,BG11
407 nm,G,03,0.0544701,G03,407,0,BG11,BG11
408 nm,B,03,0.16301,B03,408,0,UTEX 2973,BG11
408 nm,C,03,0.158647,C03,408,0,UTEX 2973,BG11
408 nm,D,03,0.166497,D03,408,0,UTEX 2973,BG11
408 nm,E,03,0.0530425,E03,408,0,BG11,BG11
408 nm,F,03,0.0519359,F03,408,0,BG11,BG11
408 nm,G,03,0.0540767,G03,408,0,BG11,BG11
409 nm,B,03,0.163537,B03,409,0,UTEX 2973,BG11
409 nm,C,03,0.159209,C03,409,0,UTEX 2973,BG11
409 nm,D,03,0.167045,D03,409,0,UTEX 2973,BG11
409 nm,E,03,0.0527597,E03,409,0,BG11,BG11
409 nm,F,03,0.0517051,F03,409,0,BG11,BG11
409 nm,G,03,0.0537831,G03,409,0,BG11,BG11
410 nm,B,03,0.163965,B03,410,0,UTEX 2973,BG11
410 nm,C,03,0.159559,C03,410,0,UTEX 2973,BG11
410 nm,D,03,0.167239,D03,410,0,UTEX 2973,BG11
410 nm,E,03,0.0522654,E03,410,0,BG11,BG11
410 nm,F,03,0.051173,F03,410,0,BG11,BG11
410 nm,G,03,0.0534028,G03,410,0,BG11,BG11
411 nm,B,03,0.164633,B03,411,0,UTEX 2973,BG11
411 nm,C,03,0.160113,C03,411,0,UTEX 2973,BG11
411 nm,D,03,0.16801,D03,411,0,UTEX 2973,BG11
411 nm,E,03,0.0521819,E03,411,0,BG11,BG11
411 nm,F,03,0.0509242,F03,411,0,BG11,BG11
411 nm,G,03,0.0530326,G03,411,0,BG11,BG11
412 nm,B,03,0.165115,B03,412,0,UTEX 2973,BG11
412 nm,C,03,0.160535,C03,412,0,UTEX 2973,BG11
412 nm,D,03,0.168424,D03,412,0,UTEX 2973,BG11
412 nm,E,03,0.0516785,E03,412,0,BG11,BG11
412 nm,F,03,0.0504671,F03,412,0,BG11,BG11
412 nm,G,03,0.0525724,G03,412,0,BG11,BG11
413 nm,B,03,0.165897,B03,413,0,UTEX 2973,BG11
413 nm,C,03,0.161351,C03,413,0,UTEX 2973,BG11
413 nm,D,03,0.169326,D03,413,0,UTEX 2973,BG11
413 nm,E,03,0.0512621,E03,413,0,BG11,BG11
413 nm,F,03,0.0503449,F03,413,0,BG11,BG11
413 nm,G,03,0.0523971,G03,413,0,BG11,BG11
414 nm,B,03,0.166539,B03,414,0,UTEX 2973,BG11
414 nm,C,03,0.162152,C03,414,0,UTEX 2973,BG11
414 nm,D,03,0.170066,D03,414,0,UTEX 2973,BG11
414 nm,E,03,0.0511319,E03,414,0,BG11,BG11
414 nm,F,03,0.0500756,F03,414,0,BG11,BG11
414 nm,G,03,0.0520262,G03,414,0,BG11,BG11
415 nm,B,03,0.167459,B03,415,0,UTEX 2973,BG11
415 nm,C,03,0.162885,C03,415,0,UTEX 2973,BG11
415 nm,D,03,0.170926,D03,415,0,UTEX 2973,BG11
415 nm,E,03,0.0506602,E03,415,0,BG11,BG11
415 nm,F,03,0.0496455,F03,415,0,BG11,BG11
415 nm,G,03,0.0516917,G03,415,0,BG11,BG11
416 nm,B,03,0.168586,B03,416,0,UTEX 2973,BG11
416 nm,C,03,0.163843,C03,416,0,UTEX 2973,BG11
416 nm,D,03,0.171971,D03,416,0,UTEX 2973,BG11
416 nm,E,03,0.0506325,E03,416,0,BG11,BG11
416 nm,F,03,0.0496901,F03,416,0,BG11,BG11
416 nm,G,03,0.0516327,G03,416,0,BG11,BG11
417 nm,B,03,0.169444,B03,417,0,UTEX 2973,BG11
417 nm,C,03,0.164618,C03,417,0,UTEX 2973,BG11
417 nm,D,03,0.172759,D03,417,0,UTEX 2973,BG11
417 nm,E,03,0.0502877,E03,417,0,BG11,BG11
417 nm,F,03,0.0491897,F03,417,0,BG11,BG11
417 nm,G,03,0.0512841,G03,417,0,BG11,BG11
418 nm,B,03,0.17075,B03,418,0,UTEX 2973,BG11
418 nm,C,03,0.165934,C03,418,0,UTEX 2973,BG11
418 nm,D,03,0.17385,D03,418,0,UTEX 2973,BG11
418 nm,E,03,0.0503551,E03,418,0,BG11,BG11
418 nm,F,03,0.0493132,F03,418,0,BG11,BG11
418 nm,G,03,0.0513688,G03,418,0,BG11,BG11
419 nm,B,03,0.171471,B03,419,0,UTEX 2973,BG11
419 nm,C,03,0.166664,C03,419,0,UTEX 2973,BG11
419 nm,D,03,0.174833,D03,419,0,UTEX 2973,BG11
419 nm,E,03,0.0499894,E03,419,0,BG11,BG11
419 nm,F,03,0.049078,F03,419,0,BG11,BG11
419 nm,G,03,0.0509759,G03,419,0,BG11,BG11
420 nm,B,03,0.172241,B03,420,0,UTEX 2973,BG11
420 nm,C,03,0.167505,C03,420,0,UTEX 2973,BG11
420 nm,D,03,0.175566,D03,420,0,UTEX 2973,BG11
420 nm,E,03,0.0498339,E03,420,0,BG11,BG11
420 nm,F,03,0.0487927,F03,420,0,BG11,BG11
420 nm,G,03,0.050731,G03,420,0,BG11,BG11
421 nm,B,03,0.172907,B03,421,0,UTEX 2973,BG11
421 nm,C,03,0.168012,C03,421,0,UTEX 2973,BG11
421 nm,D,03,0.176196,D03,421,0,UTEX 2973,BG11
421 nm,E,03,0.0494759,E03,421,0,BG11,BG11
421 nm,F,03,0.0484671,F03,421,0,BG11,BG11
421 nm,G,03,0.0503862,G03,421,0,BG11,BG11
422 nm,B,03,0.173558,B03,422,0,UTEX 2973,BG11
422 nm,C,03,0.168606,C03,422,0,UTEX 2973,BG11
422 nm,D,03,0.176906,D03,422,0,UTEX 2973,BG11
422 nm,E,03,0.0495546,E03,422,0,BG11,BG11
422 nm,F,03,0.0482669,F03,422,0,BG11,BG11
422 nm,G,03,0.0501043,G03,422,0,BG11,BG11
423 nm,B,03,0.173942,B03,423,0,UTEX 2973,BG11
423 nm,C,03,0.168789,C03,423,0,UTEX 2973,BG11
423 nm,D,03,0.177058,D03,423,0,UTEX 2973,BG11
423 nm,E,03,0.0490806,E03,423,0,BG11,BG11
423 nm,F,03,0.0480145,F03,423,0,BG11,BG11
423 nm,G,03,0.0497613,G03,423,0,BG11,BG11
424 nm,B,03,0.173685,B03,424,0,UTEX 2973,BG11
424 nm,C,03,0.168737,C03,424,0,UTEX 2973,BG11
424 nm,D,03,0.17715,D03,424,0,UTEX 2973,BG11
424 nm,E,03,0.0484404,E03,424,0,BG11,BG11
424 nm,F,03,0.047547,F03,424,0,BG11,BG11
424 nm,G,03,0.0494303,G03,424,0,BG11,BG11
425 nm,B,03,0.17449,B03,425,0,UTEX 2973,BG11
425 nm,C,03,0.169635,C03,425,0,UTEX 2973,BG11
425 nm,D,03,0.177962,D03,425,0,UTEX 2973,BG11
425 nm,E,03,0.0485019,E03,425,0,BG11,BG11
425 nm,F,03,0.0477552,F03,425,0,BG11,BG11
425 nm,G,03,0.0497347,G03,425,0,BG11,BG11
426 nm,B,03,0.174761,B03,426,0,UTEX 2973,BG11
426 nm,C,03,0.169783,C03,426,0,UTEX 2973,BG11
426 nm,D,03,0.178161,D03,426,0,UTEX 2973,BG11
426 nm,E,03,0.048406,E03,426,0,BG11,BG11
426 nm,F,03,0.0474379,F03,426,0,BG11,BG11
426 nm,G,03,0.0492484,G03,426,0,BG11,BG11
427 nm,B,03,0.174934,B03,427,0,UTEX 2973,BG11
427 nm,C,03,0.170165,C03,427,0,UTEX 2973,BG11
427 nm,D,03,0.178405,D03,427,0,UTEX 2973,BG11
427 nm,E,03,0.0482394,E03,427,0,BG11,BG11
427 nm,F,03,0.0473492,F03,427,0,BG11,BG11
427 nm,G,03,0.0491017,G03,427,0,BG11,BG11
428 nm,B,03,0.175489,B03,428,0,UTEX 2973,BG11
428 nm,C,03,0.170472,C03,428,0,UTEX 2973,BG11
428 nm,D,03,0.178705,D03,428,0,UTEX 2973,BG11
428 nm,E,03,0.0480514,E03,428,0,BG11,BG11
428 nm,F,03,0.047251,F03,428,0,BG11,BG11
428 nm,G,03,0.0489471,G03,428,0,BG11,BG11
429 nm,B,03,0.176969,B03,429,0,UTEX 2973,BG11
429 nm,C,03,0.171983,C03,429,0,UTEX 2973,BG11
429 nm,D,03,0.180436,D03,429,0,UTEX 2973,BG11
429 nm,E,03,0.0489344,E03,429,0,BG11,BG11
429 nm,F,03,0.0479396,F03,429,0,BG11,BG11
429 nm,G,03,0.0497804,G03,429,0,BG11,BG11
430 nm,B,03,0.176309,B03,430,0,UTEX 2973,BG11
430 nm,C,03,0.171248,C03,430,0,UTEX 2973,BG11
430 nm,D,03,0.179631,D03,430,0,UTEX 2973,BG11
430 nm,E,03,0.0475837,E03,430,0,BG11,BG11
430 nm,F,03,0.046752,F03,430,0,BG11,BG11
430 nm,G,03,0.0485555,G03,430,0,BG11,BG11
431 nm,B,03,0.176997,B03,431,0,UTEX 2973,BG11
431 nm,C,03,0.171682,C03,431,0,UTEX 2973,BG11
431 nm,D,03,0.180265,D03,431,0,UTEX 2973,BG11
431 nm,E,03,0.0474131,E03,431,0,BG11,BG11
431 nm,F,03,0.0467319,F03,431,0,BG11,BG11
431 nm,G,03,0.0483952,G03,431,0,BG11,BG11
432 nm,B,03,0.17765,B03,432,0,UTEX 2973,BG11
432 nm,C,03,0.172619,C03,432,0,UTEX 2973,BG11
432 nm,D,03,0.181152,D03,432,0,UTEX 2973,BG11
432 nm,E,03,0.0475445,E03,432,0,BG11,BG11
432 nm,F,03,0.046472,F03,432,0,BG11,BG11
432 nm,G,03,0.048333,G03,432,0,BG11,BG11
433 nm,B,03,0.178322,B03,433,0,UTEX 2973,BG11
433 nm,C,03,0.173467,C03,433,0,UTEX 2973,BG11
433 nm,D,03,0.181892,D03,433,0,UTEX 2973,BG11
433 nm,E,03,0.0470317,E03,433,0,BG11,BG11
433 nm,F,03,0.0462507,F03,433,0,BG11,BG11
433 nm,G,03,0.0480845,G03,433,0,BG11,BG11
434 nm,B,03,0.180413,B03,434,0,UTEX 2973,BG11
434 nm,C,03,0.175535,C03,434,0,UTEX 2973,BG11
434 nm,D,03,0.183761,D03,434,0,UTEX 2973,BG11
434 nm,E,03,0.0479914,E03,434,0,BG11,BG11
434 nm,F,03,0.0469894,F03,434,0,BG11,BG11
434 nm,G,03,0.0490736,G03,434,0,BG11,BG11
435 nm,B,03,0.180415,B03,435,0,UTEX 2973,BG11
435 nm,C,03,0.17525,C03,435,0,UTEX 2973,BG11
435 nm,D,03,0.183741,D03,435,0,UTEX 2973,BG11
435 nm,E,03,0.0464052,E03,435,0,BG11,BG11
435 nm,F,03,0.0458503,F03,435,0,BG11,BG11
435 nm,G,03,0.0475087,G03,435,0,BG11,BG11
436 nm,B,03,0.181067,B03,436,0,UTEX 2973,BG11
436 nm,C,03,0.176009,C03,436,0,UTEX 2973,BG11
436 nm,D,03,0.18466,D03,436,0,UTEX 2973,BG11
436 nm,E,03,0.0460276,E03,436,0,BG11,BG11
436 nm,F,03,0.0454627,F03,436,0,BG11,BG11
436 nm,G,03,0.0473142,G03,436,0,BG11,BG11
437 nm,B,03,0.182056,B03,437,0,UTEX 2973,BG11
437 nm,C,03,0.177061,C03,437,0,UTEX 2973,BG11
437 nm,D,03,0.18578,D03,437,0,UTEX 2973,BG11
437 nm,E,03,0.0462346,E03,437,0,BG11,BG11
437 nm,F,03,0.0453815,F03,437,0,BG11,BG11
437 nm,G,03,0.0472198,G03,437,0,BG11,BG11
438 nm,B,03,0.182828,B03,438,0,UTEX 2973,BG11
438 nm,C,03,0.177934,C03,438,0,UTEX 2973,BG11
438 nm,D,03,0.186465,D03,438,0,UTEX 2973,BG11
438 nm,E,03,0.0456046,E03,438,0,BG11,BG11
438 nm,F,03,0.0449597,F03,438,0,BG11,BG11
438 nm,G,03,0.046815,G03,438,0,BG11,BG11
439 nm,B,03,0.185424,B03,439,0,UTEX 2973,BG11
439 nm,C,03,0.18036,C03,439,0,UTEX 2973,BG11
439 nm,D,03,0.189072,D03,439,0,UTEX 2973,BG11
439 nm,E,03,0.0472389,E03,439,0,BG11,BG11
439 nm,F,03,0.046336,F03,439,0,BG11,BG11
439 nm,G,03,0.0483121,G03,439,0,BG11,BG11
440 nm,B,03,0.18506,B03,440,0,UTEX 2973,BG11
440 nm,C,03,0.179997,C03,440,0,UTEX 2973,BG11
440 nm,D,03,0.188771,D03,440,0,UTEX 2973,BG11
440 nm,E,03,0.0455534,E03,440,0,BG11,BG11
440 nm,F,03,0.0448342,F03,440,0,BG11,BG11
440 nm,G,03,0.0467689,G03,440,0,BG11,BG11
441 nm,B,03,0.185835,B03,441,0,UTEX 2973,BG11
441 nm,C,03,0.18096,C03,441,0,UTEX 2973,BG11
441 nm,D,03,0.189628,D03,441,0,UTEX 2973,BG11
441 nm,E,03,0.0453247,E03,441,0,BG11,BG11
441 nm,F,03,0.0447943,F03,441,0,BG11,BG11
441 nm,G,03,0.0467686,G03,441,0,BG11,BG11
442 nm,B,03,0.18637,B03,442,0,UTEX 2973,BG11
442 nm,C,03,0.18146,C03,442,0,UTEX 2973,BG11
442 nm,D,03,0.190169,D03,442,0,UTEX 2973,BG11
442 nm,E,03,0.0451955,E03,442,0,BG11,BG11
442 nm,F,03,0.0444948,F03,442,0,BG11,BG11
442 nm,G,03,0.0462045,G03,442,0,BG11,BG11
443 nm,B,03,0.188684,B03,443,0,UTEX 2973,BG11
443 nm,C,03,0.183665,C03,443,0,UTEX 2973,BG11
443 nm,D,03,0.192297,D03,443,0,UTEX 2973,BG11
443 nm,E,03,0.0467214,E03,443,0,BG11,BG11
443 nm,F,03,0.045995,F03,443,0,BG11,BG11
443 nm,G,03,0.0479196,G03,443,0,BG11,BG11
444 nm,B,03,0.187214,B03,444,0,UTEX 2973,BG11
444 nm,C,03,0.182263,C03,444,0,UTEX 2973,BG11
444 nm,D,03,0.191184,D03,444,0,UTEX 2973,BG11
444 nm,E,03,0.0450445,E03,444,0,BG11,BG11
444 nm,F,03,0.0444868,F03,444,0,BG11,BG11
444 nm,G,03,0.046247,G03,444,0,BG11,BG11
445 nm,B,03,0.187294,B03,445,0,UTEX 2973,BG11
445 nm,C,03,0.182496,C03,445,0,UTEX 2973,BG11
445 nm,D,03,0.19131600000000001,D03,445,0,UTEX 2973,BG11
445 nm,E,03,0.0451134,E03,445,0,BG11,BG11
445 nm,F,03,0.0442566,F03,445,0,BG11,BG11
445 nm,G,03,0.0461392,G03,445,0,BG11,BG11
446 nm,B,03,0.187436,B03,446,0,UTEX 2973,BG11
446 nm,C,03,0.182619,C03,446,0,UTEX 2973,BG11
446 nm,D,03,0.191313,D03,446,0,UTEX 2973,BG11
446 nm,E,03,0.0451674,E03,446,0,BG11,BG11
446 nm,F,03,0.0444865,F03,446,0,BG11,BG11
446 nm,G,03,0.0462774,G03,446,0,BG11,BG11
447 nm,B,03,0.186943,B03,447,0,UTEX 2973,BG11
447 nm,C,03,0.182231,C03,447,0,UTEX 2973,BG11
447 nm,D,03,0.19078,D03,447,0,UTEX 2973,BG11
447 nm,E,03,0.0453648,E03,447,0,BG11,BG11
447 nm,F,03,0.0445094,F03,447,0,BG11,BG11
447 nm,G,03,0.0464508,G03,447,0,BG11,BG11
448 nm,B,03,0.187661,B03,448,0,UTEX 2973,BG11
448 nm,C,03,0.182888,C03,448,0,UTEX 2973,BG11
